Team1,Team2,Winner,RealOdds,LoungeOdds,Difference,Risk,BetSize,EVTeam,Win
Gambit,Vexed,Vexed,0.48,0.7,-0.22,HIGH RISK,LOW BET,Vexed,WIN
Dignitas,CSGL,CSGL,0.6,0.82,-0.22,MEDIUM RISK,AVG BET,CSGL,WIN
mouz,Vexed,mouz,0.6,0.84,-0.24,HIGH RISK,ICB BET,Vexed,LOSS
CW,G2,G2,0.4,0.14,0.26,MEDIUM RISK,AVG BET,CW,LOSS
CW,G2,G2,0.4,0.14,0.26,MEDIUM RISK,AVG BET,CW,LOSS
Ancient,FSid3,FSid3,0.52,0.62,-0.1,HIGH RISK,LOW BET,FSid3,WIN
OG,coL,OG,0.6,0.81,-0.21,HIGH RISK,LOW BET,coL,LOSS
coL,OG,OG,0.42,0.2,0.22,HIGH RISK,LOW BET,coL,LOSS
AGG,Renegades,Renegades,0.45,0.2,0.25,HIGH RISK,LOW BET,AGG,LOSS
Renegades,AGG,Renegades,0.55,0.86,-0.31,HIGH RISK,LOW BET,AGG,LOSS
Cloud9,Selfless,Cloud9,0.52,0.71,-0.19,HIGH RISK,LOW BET,Selfless,LOSS
Selfless,Cloud9,Selfless,0.48,0.26,0.22,HIGH RISK,LOW BET,Selfless,WIN
FSid3,Ence,FSid3,0.55,0.66,-0.11,HIGH RISK,LOW BET,Ence,LOSS
FSid3,Ence,FSid3,0.55,0.66,-0.11,HIGH RISK,LOW BET,Ence,LOSS
Renegades,WinterFox,Renegades,0.55,0.84,-0.29,HIGH RISK,LOW BET,WinterFox,LOSS
Vexed,Empire,Vexed,0.6,0.65,-0.05,HIGH RISK,LOW BET,Empire,LOSS
CSGL,FSid3,CSGL,0.48,0.28,0.2,HIGH RISK,LOW BET,CSGL,WIN
TSM,coL,TSM,0.48,0.51,-0.03,HIGH RISK,LOW BET,coL,LOSS
Method,Ence,Ence,0.4,0.23,0.17,MEDIUM RISK,AVG BET,Method,LOSS
mouz,G2,mouz,0.48,0.53,-0.05,HIGH RISK,LOW BET,G2,LOSS
NaVi,Dignitas,NaVi,0.6,0.7,-0.1,HIGH RISK,LOW BET,Dignitas,LOSS
Dignitas,NaVi,NaVi,0.4,0.26,0.14,HIGH RISK,LOW BET,Dignitas,LOSS
SK,G2,G2,0.42,0.22,0.2,HIGH RISK,LOW BET,SK,LOSS
G2,SK,G2,0.58,0.79,-0.21,HIGH RISK,LOW BET,SK,LOSS
E-Frag,DenDD,E-Frag,0.58,0.79,-0.21,HIGH RISK,LOW BET,DenDD,LOSS
OG,WinterFox,OG,0.58,0.83,-0.25,MEDIUM RISK,LOW BET,WinterFox,LOSS
OG,WinterFox,OG,0.58,0.83,-0.25,MEDIUM RISK,LOW BET,WinterFox,LOSS
WinterFox,OG,WinterFox,0.42,0.19,0.23,HIGH RISK,LOW BET,WinterFox,WIN
HR,Penta,Penta,0.55,0.78,-0.23,HIGH RISK,LOW BET,Penta,WIN
G2,Dignitas,G2,0.58,0.69,-0.11,HIGH RISK,LOW BET,Dignitas,LOSS
G2,Dignitas,G2,0.58,0.69,-0.11,HIGH RISK,LOW BET,Dignitas,LOSS
Dignitas,G2,Dignitas,0.42,0.21,0.21,HIGH RISK,LOW BET,Dignitas,WIN
Splyce,coL,Splyce,0.53,0.35,0.18,HIGH RISK,LOW BET,Splyce,WIN
coL,Splyce,coL,0.47,0.4,0.07,HIGH RISK,LOW BET,coL,WIN
Empire,CSGL,Empire,0.4,0.29,0.11,MEDIUM RISK,AVG BET,Empire,WIN
Fnatic,NiP,NiP,0.55,0.71,-0.16,HIGH RISK,LOW BET,NiP,WIN
Fnatic,NiP,NiP,0.45,0.71,-0.26,HIGH RISK,LOW BET,NiP,WIN
DenDD,Dignitas,Dignitas,0.4,0.15,0.25,MEDIUM RISK,AVG BET,DenDD,LOSS
Cloud9,Renegades,Cloud9,0.48,0.56,-0.08,HIGH RISK,LOW BET,Renegades,LOSS
Renegades,Cloud9,Cloud9,0.48,0.51,-0.03,HIGH RISK,LOW BET,Cloud9,WIN
CLG,coL,CLG,0.55,0.65,-0.1,HIGH RISK,ICB BET,coL,LOSS
NaVi,FSid3,NaVi,0.6,0.91,-0.31,MEDIUM RISK,AVG BET,FSid3,LOSS
Astralis,Torpedo,Astralis,0.7,0.97,-0.27,MEDIUM RISK,AVG BET,Torpedo,LOSS
EnVyUs,NRG,NRG,0.6,0.92,-0.32,MEDIUM RISK,AVG BET,NRG,WIN
HR,ATN,HR,0.52,0.46,0.06,HIGH RISK,LOW BET,HR,WIN
CSGL,Ancient,CSGL,0.52,0.38,0.14,HIGH RISK,LOW BET,CSGL,WIN
VP,Imm,VP,0.6,0.9,-0.3,MEDIUM RISK,AVG BET,Imm,LOSS
VP,Imm,VP,0.6,0.9,-0.3,MEDIUM RISK,AVG BET,Imm,LOSS
G2,FaZe,G2,0.55,0.59,-0.04,HIGH RISK,LOW BET,FaZe,LOSS
FaZe,G2,G2,0.45,0.41,0.04,HIGH RISK,LOW BET,FaZe,LOSS
SK,mouz,mouz,0.42,0.24,0.18,HIGH RISK,LOW BET,SK,LOSS
mouz,SK,SK,0.58,0.75,-0.17,HIGH RISK,LOW BET,SK,WIN
mouz,SK,SK,0.58,0.75,-0.17,HIGH RISK,LOW BET,SK,WIN
VP,NaVi,NaVi,0.45,0.25,0.2,HIGH RISK,LOW BET,VP,LOSS
VP,NaVi,NaVi,0.45,0.25,0.2,HIGH RISK,LOW BET,VP,LOSS
VP,NaVi,NaVi,0.45,0.25,0.2,HIGH RISK,LOW BET,VP,LOSS
Renegades,Liquid,Renegades,0.45,0.31,0.14,HIGH RISK,LOW BET,Renegades,WIN
Liquid,Renegades,Liquid,0.55,0.68,-0.13,HIGH RISK,LOW BET,Renegades,LOSS
Cloud9,LG,Cloud9,0.42,0.28,0.14,HIGH RISK,LOW BET,Cloud9,WIN
LG,Cloud9,LG,0.56,0.7,-0.14,HIGH RISK,LOW BET,Cloud9,LOSS
CLG,AGG,CLG,0.6,0.86,-0.26,HIGH RISK,LOW BET,AGG,LOSS
CLG,AGG,CLG,0.6,0.86,-0.26,HIGH RISK,LOW BET,AGG,LOSS
Astralis,NRG,Astralis,0.6,0.91,-0.31,HIGH RISK,ICB BET,NRG,LOSS
Renegades,TSM,TSM,0.58,0.8,-0.22,HIGH RISK,LOW BET,TSM,WIN
Renegades,TSM,TSM,0.58,0.8,-0.22,HIGH RISK,LOW BET,TSM,WIN
Renegades,TSM,TSM,0.58,0.8,-0.22,HIGH RISK,LOW BET,TSM,WIN
LG,Selfless,Selfless,0.58,0.92,-0.34,HIGH RISK,LOW BET,Selfless,WIN
LG,Selfless,Selfless,0.58,0.92,-0.34,HIGH RISK,LOW BET,Selfless,WIN
LG,Selfless,Selfless,0.58,0.92,-0.34,HIGH RISK,LOW BET,Selfless,WIN
LG,Selfless,Selfless,0.58,0.92,-0.34,HIGH RISK,LOW BET,Selfless,WIN
Cloud9,OG,Cloud9,0.52,0.56,-0.04,HIGH RISK,LOW BET,OG,LOSS
Cloud9,OG,Cloud9,0.52,0.56,-0.04,HIGH RISK,LOW BET,OG,LOSS
CLG,TStorm,CLG,0.48,0.33,0.15,HIGH RISK,LOW BET,CLG,WIN
Liquid,TSM,Liquid,0.55,0.78,-0.23,HIGH RISK,LOW BET,TSM,LOSS
Liquid,TSM,Liquid,0.55,0.78,-0.23,HIGH RISK,LOW BET,TSM,LOSS
Liquid,TSM,Liquid,0.55,0.78,-0.23,HIGH RISK,LOW BET,TSM,LOSS
TStorm,Renegades,TStorm,0.55,0.65,-0.1,HIGH RISK,LOW BET,Renegades,LOSS
TStorm,Renegades,TStorm,0.55,0.65,-0.1,HIGH RISK,LOW BET,Renegades,LOSS
TStorm,Renegades,TStorm,0.55,0.65,-0.1,HIGH RISK,LOW BET,Renegades,LOSS
NaVi,Astralis,NaVi,0.48,0.41,0.07,HIGH RISK,LOW BET,NaVi,WIN
NaVi,Astralis,NaVi,0.48,0.41,0.07,HIGH RISK,LOW BET,NaVi,WIN
NaVi,Astralis,NaVi,0.48,0.41,0.07,HIGH RISK,LOW BET,NaVi,WIN
mouz,FaZe,mouz,0.52,0.61,-0.09,HIGH RISK,LOW BET,FaZe,LOSS
FaZe,mouz,mouz,0.48,0.37,0.11,HIGH RISK,LOW BET,FaZe,LOSS
Fnatic,Dignitas,Fnatic,0.58,0.83,-0.25,HIGH RISK,ICB BET,Dignitas,LOSS
Dignitas,Fnatic,Fnatic,0.42,0.16,0.26,HIGH RISK,LOW BET,Dignitas,LOSS
Dignitas,Fnatic,Fnatic,0.42,0.16,0.26,HIGH RISK,LOW BET,Dignitas,LOSS
SK,NiP,NiP,0.42,0.19,0.23,MEDIUM RISK,AVG BET,SK,LOSS
SK,NiP,NiP,0.42,0.19,0.23,MEDIUM RISK,AVG BET,SK,LOSS
NiP,SK,NiP,0.58,0.75,-0.17,HIGH RISK,LOW BET,SK,LOSS
WinterFox,Liquid,Liquid,0.4,0.16,0.24,MEDIUM RISK,LOW BET,WinterFox,LOSS
Liquid,WinterFox,WinterFox,0.55,0.84,-0.29,MEDIUM RISK,AVG BET,WinterFox,WIN
CLG,LG,LG,0.42,0.26,0.16,HIGH RISK,LOW BET,CLG,LOSS
LG,CLG,LG,0.58,0.69,-0.11,HIGH RISK,LOW BET,CLG,LOSS
LG,CLG,LG,0.58,0.69,-0.11,HIGH RISK,LOW BET,CLG,LOSS
Selfless,WinterFox,Selfless,0.58,0.66,-0.08,HIGH RISK,LOW BET,WinterFox,LOSS
Selfless,WinterFox,Selfless,0.58,0.66,-0.08,HIGH RISK,LOW BET,WinterFox,LOSS
CW,Penta,CW,0.55,0.55,0,HIGH RISK,LOW BET,Penta,LOSS
Ancient,Ence,Ancient,0.55,0.67,-0.12,HIGH RISK,LOW BET,Ence,LOSS
Ancient,Ence,Ancient,0.55,0.67,-0.12,HIGH RISK,LOW BET,Ence,LOSS
Selfless,Splyce,Selfless,0.55,0.63,-0.08,HIGH RISK,LOW BET,Splyce,LOSS
Splyce,Selfless,Selfless,0.45,0.31,0.14,HIGH RISK,LOW BET,Splyce,LOSS
Gambit,HR,HR,0.52,0.61,-0.09,HIGH RISK,LOW BET,HR,WIN
mouz,FSid3,FSid3,0.55,0.78,-0.23,HIGH RISK,LOW BET,FSid3,WIN
mouz,FSid3,FSid3,0.55,0.78,-0.23,HIGH RISK,LOW BET,FSid3,WIN
FSid3,mouz,FSid3,0.45,0.28,0.17,HIGH RISK,LOW BET,FSid3,WIN
EnVyUs,NaVi,NaVi,0.47,0.33,0.14,HIGH RISK,LOW BET,EnVyUs,LOSS
NaVi,EnVyUs,NaVi,0.53,0.64,-0.11,HIGH RISK,LOW BET,EnVyUs,LOSS
Astralis,Dignitas,Astralis,0.58,0.85,-0.27,MEDIUM RISK,AVG BET,Dignitas,LOSS
Dignitas,Astralis,Astralis,0.42,0.21,0.21,HIGH RISK,LOW BET,Dignitas,LOSS
Cloud9,Selfless,Cloud9,0.55,0.69,-0.14,HIGH RISK,LOW BET,Selfless,LOSS
CLG,Liquid,Liquid,0.45,0.32,0.13,HIGH RISK,LOW BET,CLG,LOSS
Cloud9,Liquid,Cloud9,0.52,0.6,-0.08,HIGH RISK,LOW BET,Liquid,LOSS
AGG,SK,AGG,0.45,0.37,0.08,HIGH RISK,LOW BET,AGG,WIN
FSid3,Ancient,Ancient,0.52,0.61,-0.09,HIGH RISK,LOW BET,Ancient,WIN
Dignitas,HR,Dignitas,0.42,0.69,-0.27,HIGH RISK,LOW BET,HR,LOSS
CW,G2,CW,0.65,0.15,0.5,MEDIUM RISK,AVG BET,CW,WIN
CW,Ancient,Ancient,0.45,0.32,0.13,HIGH RISK,LOW BET,CW,LOSS
Dignitas,AGG,Dignitas,0.55,0.7,-0.15,HIGH RISK,LOW BET,AGG,LOSS
SK,FSid3,FSid3,0.47,0.45,0.02,HIGH RISK,LOW BET,SK,LOSS
SK,FSid3,FSid3,0.47,0.45,0.02,HIGH RISK,LOW BET,SK,LOSS
CLG,Liquid,Liquid,0.48,0.34,0.14,HIGH RISK,LOW BET,CLG,LOSS
Liquid,CLG,Liquid,0.52,0.64,-0.12,HIGH RISK,LOW BET,CLG,LOSS
AGG,Ence,AGG,0.55,0.65,-0.1,HIGH RISK,LOW BET,Ence,LOSS
Empire,AGG,Empire,0.4,0.22,0.18,MEDIUM RISK,LOW BET,Empire,WIN
Ancient,Empire,Ancient,0.6,0.84,-0.24,MEDIUM RISK,AVG BET,Empire,LOSS
LG,TSM,LG,0.6,0.9,-0.3,HIGH RISK,LOW BET,TSM,LOSS
NRG,Cloud9,Cloud9,0.45,0.23,0.22,HIGH RISK,LOW BET,NRG,LOSS
Cloud9,NRG,Cloud9,0.55,0.66,-0.11,HIGH RISK,LOW BET,NRG,LOSS
coL,WinterFox,WinterFox,0.48,0.62,-0.14,HIGH RISK,LOW BET,WinterFox,WIN
WinterFox,coL,WinterFox,0.55,0.52,0.03,HIGH RISK,LOW BET,coL,LOSS
WinterFox,coL,WinterFox,0.55,0.52,0.03,HIGH RISK,LOW BET,coL,LOSS
AGG,Ence,AGG,0.55,0.72,-0.17,HIGH RISK,LOW BET,Ence,LOSS
AGG,Ence,AGG,0.55,0.72,-0.17,HIGH RISK,LOW BET,Ence,LOSS
HR,ATN,HR,0.52,0.7,-0.18,HIGH RISK,LOW BET,ATN,LOSS
SK,FSid3,FSid3,0.45,0.41,0.04,HIGH RISK,LOW BET,SK,LOSS
FSid3,SK,SK,0.55,0.66,-0.11,HIGH RISK,LOW BET,SK,WIN
Ancient,HR,HR,0.55,0.7,-0.15,HIGH RISK,LOW BET,HR,WIN
mouz,Dignitas,Dignitas,0.55,0.42,0.13,HIGH RISK,LOW BET,mouz,LOSS
Dignitas,mouz,Dignitas,0.45,0.47,-0.02,HIGH RISK,LOW BET,Dignitas,WIN
TStorm,CLG,CLG,0.52,0.62,-0.1,LOW RISK,LOW BET,CLG,WIN
OG,Selfless,Selfless,0.55,0.75,-0.2,HIGH RISK,ICB BET,Selfless,WIN
Selfless,OG,Selfless,0.45,0.38,0.07,HIGH RISK,LOW BET,Selfless,WIN
Renegades,Splyce,Renegades,0.52,0.72,-0.2,HIGH RISK,LOW BET,Splyce,LOSS
Splyce,Renegades,Renegades,0.48,0.2,0.28,HIGH RISK,LOW BET,Splyce,LOSS
NRG,WinterFox,NRG,0.58,0.6,-0.02,HIGH RISK,LOW BET,WinterFox,LOSS
NRG,WinterFox,NRG,0.58,0.6,-0.02,HIGH RISK,LOW BET,WinterFox,LOSS
NRG,WinterFox,NRG,0.58,0.6,-0.02,HIGH RISK,LOW BET,WinterFox,LOSS
WinterFox,NRG,NRG,0.42,0.4,0.02,HIGH RISK,LOW BET,WinterFox,LOSS
Method,Orgless,Orgless,0.4,0.27,0.13,MEDIUM RISK,LOW BET,Method,LOSS
E-Frag,YP,YP,0.58,0.74,-0.16,MEDIUM RISK,AVG BET,YP,WIN
Penta,Gambit,Gambit,0.48,0.43,0.05,HIGH RISK,LOW BET,Penta,LOSS
Penta,Gambit,Gambit,0.48,0.43,0.05,HIGH RISK,LOW BET,Penta,LOSS
Astralis,NiP,NiP,0.52,0.63,-0.11,HIGH RISK,LOW BET,NiP,WIN
NiP,Astralis,NiP,0.48,0.62,-0.14,HIGH RISK,LOW BET,Astralis,LOSS
FSid3,Fnatic,Fnatic,0.35,0.11,0.24,MEDIUM RISK,AVG BET,FSid3,LOSS
FSid3,Fnatic,Fnatic,0.35,0.11,0.24,MEDIUM RISK,AVG BET,FSid3,LOSS
Fnatic,FSid3,Fnatic,0.7,0.9,-0.2,MEDIUM RISK,AVG BET,FSid3,LOSS
Selfless,NRG,Selfless,0.53,0.51,0.02,HIGH RISK,LOW BET,NRG,LOSS
Selfless,NRG,Selfless,0.53,0.51,0.02,HIGH RISK,LOW BET,NRG,LOSS
AGG,ATN,AGG,0.55,0.67,-0.12,HIGH RISK,LOW BET,ATN,LOSS
Cloud9,WinterFox,Cloud9,0.55,0.85,-0.3,HIGH RISK,LOW BET,WinterFox,LOSS
WinterFox,Cloud9,Cloud9,0.45,0.15,0.3,HIGH RISK,ICB BET,WinterFox,LOSS
CSGL,Orgless,Orgless,0.55,0.62,-0.07,HIGH RISK,ICB BET,Orgless,WIN
Orgless,YP,Orgless,0.55,0.68,-0.13,HIGH RISK,LOW BET,YP,LOSS
Orgless,YP,Orgless,0.55,0.68,-0.13,HIGH RISK,LOW BET,YP,LOSS
KKona,LG,LG,0.3,0.1,0.2,LOW RISK,AVG BET,KKona,LOSS
LG,KKona,LG,0.7,0.87,-0.17,LOW RISK,AVG BET,KKona,LOSS
Orgless,AGG,Orgless,0.42,0.3,0.12,HIGH RISK,LOW BET,Orgless,WIN
K1CK.pt,Torpedo,Torpedo,0.4,0.28,0.12,MEDIUM RISK,AVG BET,K1CK.pt,LOSS
K1CK.pt,Torpedo,Torpedo,0.4,0.28,0.12,MEDIUM RISK,AVG BET,K1CK.pt,LOSS
KKona,Obey,null,0.48,0.43,0.05,HIGH RISK,LOW BET,KKona,TIE
KKona,Obey,null,0.48,0.43,0.05,HIGH RISK,LOW BET,KKona,TIE
Penta,Arcade,Arcade,0.6,0.68,-0.08,HIGH RISK,LOW BET,Arcade,WIN
BD,Torpedo,Torpedo,0.4,0.25,0.15,HIGH RISK,LOW BET,BD,LOSS
BD,Torpedo,Torpedo,0.4,0.25,0.15,HIGH RISK,LOW BET,BD,LOSS
Torpedo,Empire,Torpedo,0.6,0.62,-0.02,HIGH RISK,LOW BET,Empire,LOSS
Torpedo,Empire,Torpedo,0.6,0.62,-0.02,HIGH RISK,LOW BET,Empire,LOSS
SpaceS,SK,SpaceS,0.4,0.23,0.17,MEDIUM RISK,ICB BET,SpaceS,WIN
HR,Publiclir,HR,0.6,0.77,-0.17,HIGH RISK,LOW BET,Publiclir,LOSS
E-Frag,SpaceS,E-Frag,0.58,0.72,-0.14,HIGH RISK,LOW BET,SpaceS,LOSS
HR,E-Frag,HR,0.52,0.64,-0.12,HIGH RISK,LOW BET,E-Frag,LOSS
HR,E-Frag,HR,0.52,0.64,-0.12,HIGH RISK,LOW BET,E-Frag,LOSS
Enso,CW,CW,0.35,0.23,0.12,MEDIUM RISK,AVG BET,Enso,LOSS
Enso,CW,CW,0.35,0.23,0.12,MEDIUM RISK,AVG BET,Enso,LOSS
CSGL,Epsilon,CSGL,0.55,0.65,-0.1,HIGH RISK,LOW BET,Epsilon,LOSS
Ancient,DenDD,Ancient,0.58,0.82,-0.24,MEDIUM RISK,LOW BET,DenDD,LOSS
eXplosive,Preparation,eXplosive,0.3,0.2,0.1,MEDIUM RISK,AVG BET,eXplosive,WIN
eXplosive,Preparation,eXplosive,0.3,0.2,0.1,MEDIUM RISK,AVG BET,eXplosive,WIN
Empire,Ence,null,0.45,0.52,-0.07,HIGH RISK,LOW BET,Ence,TIE
CW,CSGL,CSGL,0.45,0.31,0.14,HIGH RISK,LOW BET,CW,LOSS
Ancient,CSGL,CSGL,0.47,0.65,-0.18,HIGH RISK,LOW BET,CSGL,WIN
NiP,FSid3,NiP,0.58,0.75,-0.17,HIGH RISK,LOW BET,FSid3,LOSS
LG,mouz,LG,0.55,0.74,-0.19,HIGH RISK,ICB BET,mouz,LOSS
FaZe,Liquid,Liquid,0.52,0.63,-0.11,HIGH RISK,LOW BET,Liquid,WIN
Fnatic,Splyce,Fnatic,0.6,0.94,-0.34,MEDIUM RISK,AVG BET,Splyce,LOSS
EnVyUs,CLG,CLG,0.55,0.73,-0.18,HIGH RISK,LOW BET,CLG,WIN
Astralis,Gambit,Astralis,0.6,0.85,-0.25,HIGH RISK,LOW BET,Gambit,LOSS
Astralis,Gambit,Astralis,0.6,0.85,-0.25,HIGH RISK,LOW BET,Gambit,LOSS
NaVi,Cloud9,NaVi,0.55,0.75,-0.2,HIGH RISK,LOW BET,Cloud9,LOSS
VP,G2,VP,0.52,0.45,0.07,HIGH RISK,LOW BET,VP,WIN
TStorm,Obey,TStorm,0.58,0.88,-0.3,HIGH RISK,LOW BET,Obey,LOSS
CSGL,ATN,CSGL,0.55,0.71,-0.16,HIGH RISK,LOW BET,ATN,LOSS
CSGL,ATN,CSGL,0.55,0.71,-0.16,HIGH RISK,LOW BET,ATN,LOSS
CSGL,ATN,CSGL,0.55,0.71,-0.16,HIGH RISK,LOW BET,ATN,LOSS
CSGL,ATN,CSGL,0.55,0.71,-0.16,HIGH RISK,LOW BET,ATN,LOSS
FSid3,mouz,mouz,0.48,0.37,0.11,HIGH RISK,LOW BET,FSid3,LOSS
NiP,LG,LG,0.48,0.28,0.2,HIGH RISK,LOW BET,NiP,LOSS
NiP,LG,LG,0.48,0.28,0.2,HIGH RISK,LOW BET,NiP,LOSS
AGG,Method,AGG,0.58,0.71,-0.13,HIGH RISK,LOW BET,Method,LOSS
Fnatic,Liquid,Liquid,0.58,0.88,-0.3,HIGH RISK,ICB BET,Liquid,WIN
FaZe,Splyce,FaZe,0.55,0.87,-0.32,MEDIUM RISK,AVG BET,Splyce,LOSS
NaVi,VP,NaVi,0.55,0.65,-0.1,HIGH RISK,LOW BET,VP,LOSS
CLG,Astralis,Astralis,0.42,0.19,0.23,HIGH RISK,LOW BET,CLG,LOSS
EnVyUs,Gambit,Gambit,0.58,0.69,-0.11,HIGH RISK,LOW BET,Gambit,WIN
Cloud9,G2,G2,0.48,0.48,0,HIGH RISK,LOW BET,Cloud9,LOSS
Ence,Escape,Escape,0.45,0.24,0.21,HIGH RISK,ICB BET,Ence,LOSS
mouz,NiP,NiP,0.48,0.56,-0.08,HIGH RISK,LOW BET,NiP,WIN
mouz,NiP,NiP,0.48,0.56,-0.08,HIGH RISK,LOW BET,NiP,WIN
FaZe,Fnatic,Fnatic,0.42,0.11,0.31,MEDIUM RISK,AVG BET,FaZe,LOSS
ATN,Torpedo,Torpedo,0.52,0.41,0.11,HIGH RISK,LOW BET,ATN,LOSS
Gambit,CLG,CLG,0.45,0.48,-0.03,HIGH RISK,LOW BET,Gambit,LOSS
G2,VP,VP,0.52,0.48,0.04,HIGH RISK,LOW BET,G2,LOSS
Ence,AGG,Ence,0.45,0.19,0.26,HIGH RISK,LOW BET,Ence,WIN
Ence,AGG,Ence,0.45,0.19,0.26,HIGH RISK,LOW BET,Ence,WIN
NaVi,NiP,NaVi,0.55,0.83,-0.28,HIGH RISK,LOW BET,NiP,LOSS
NaVi,NiP,NaVi,0.55,0.83,-0.28,HIGH RISK,LOW BET,NiP,LOSS
Astralis,Fnatic,Astralis,0.48,0.23,0.25,HIGH RISK,LOW BET,Astralis,WIN
Liquid,CLG,Liquid,0.52,0.75,-0.23,HIGH RISK,LOW BET,CLG,LOSS
LG,VP,LG,0.53,0.77,-0.24,HIGH RISK,LOW BET,VP,LOSS
NaVi,Astralis,NaVi,0.52,0.55,-0.03,HIGH RISK,LOW BET,Astralis,LOSS
NaVi,Astralis,NaVi,0.52,0.55,-0.03,HIGH RISK,LOW BET,Astralis,LOSS
Liquid,LG,LG,0.45,0.27,0.18,HIGH RISK,LOW BET,Liquid,LOSS
NaVi,LG,LG,0.52,0.63,-0.11,HIGH RISK,LOW BET,LG,WIN
HR,Escape,Escape,0.55,0.64,-0.09,HIGH RISK,LOW BET,Escape,WIN
AGG,Epsilon,Epsilon,0.6,0.64,-0.04,MEDIUM RISK,AVG BET,Epsilon,WIN
AGG,Epsilon,Epsilon,0.6,0.64,-0.04,MEDIUM RISK,AVG BET,Epsilon,WIN
T123,Empire,Empire,0.55,0.41,0.14,HIGH RISK,LOW BET,T123,LOSS
T123,Empire,Empire,0.55,0.41,0.14,HIGH RISK,LOW BET,T123,LOSS
T123,Empire,Empire,0.55,0.41,0.14,HIGH RISK,LOW BET,T123,LOSS
Renegades,NRG,NRG,0.52,0.62,-0.1,HIGH RISK,LOW BET,NRG,WIN
NRG,Renegades,NRG,0.48,0.52,-0.04,HIGH RISK,LOW BET,Renegades,LOSS
XPC,Dignitas,Dignitas,0.25,0.09,0.16,LOW RISK,HIGH BET,XPC,LOSS
CSGL,HR,HR,0.48,0.52,-0.04,LOW RISK,LOW BET,HR,WIN
CSGL,HR,HR,0.48,0.52,-0.04,LOW RISK,LOW BET,HR,WIN
HR,Dignitas,Dignitas,0.55,0.37,0.18,HIGH RISK,LOW BET,HR,LOSS
Penta,Planetkey,Penta,0.7,0.76,-0.06,MEDIUM RISK,AVG BET,Planetkey,LOSS
Penta,Planetkey,Penta,0.7,0.76,-0.06,MEDIUM RISK,AVG BET,Planetkey,LOSS
AGG,HR,HR,0.45,0.35,0.1,LOW RISK,LOW BET,AGG,LOSS
SK,Gambit,null,0.55,0.46,0.09,HIGH RISK,LOW BET,SK,TIE
SK,Gambit,null,0.55,0.46,0.09,HIGH RISK,LOW BET,SK,TIE
AGG,SK,null,0.45,0.37,0.08,HIGH RISK,LOW BET,AGG,TIE
WinterFox,EchoFox,EchoFox,0.52,0.75,-0.23,HIGH RISK,LOW BET,EchoFox,WIN
KKona,Obey,Obey,0.48,0.47,0.01,HIGH RISK,LOW BET,KKona,LOSS
FSid3,NiP,NiP,0.42,0.3,0.12,HIGH RISK,ICB BET,FSid3,LOSS
FSid3,NiP,NiP,0.42,0.3,0.12,HIGH RISK,ICB BET,FSid3,LOSS
SK,VP,SK,0.42,0.28,0.14,MEDIUM RISK,LOW BET,SK,WIN
VP,SK,SK,0.58,0.66,-0.08,HIGH RISK,LOW BET,SK,WIN
EnVyUs,Dignitas,Dignitas,0.58,0.5,0.08,HIGH RISK,LOW BET,Dignitas,WIN
Dignitas,EnVyUs,Dignitas,0.42,0.47,-0.05,HIGH RISK,LOW BET,Dignitas,WIN
SK,HR,HR,0.52,0.37,0.15,HIGH RISK,LOW BET,SK,LOSS
HR,Gambit,Gambit,0.52,0.66,-0.14,HIGH RISK,LOW BET,Gambit,WIN
AGG,Gambit,Gambit,0.48,0.3,0.18,HIGH RISK,LOW BET,AGG,LOSS
AGG,Gambit,Gambit,0.48,0.3,0.18,HIGH RISK,LOW BET,AGG,LOSS
Penta,Empire,null,0.55,0.46,0.09,HIGH RISK,LOW BET,Penta,TIE
KKona,EchoFox,EchoFox,0.42,0.21,0.21,MEDIUM RISK,LOW BET,KKona,LOSS
WinterFox,KKona,null,0.6,0.73,-0.13,MEDIUM RISK,AVG BET,KKona,TIE
WinterFox,Obey,Obey,0.6,0.56,0.04,MEDIUM RISK,AVG BET,Obey,WIN
Cloud9,Liquid,Liquid,0.45,0.3,0.15,HIGH RISK,LOW BET,Cloud9,LOSS
Liquid,Cloud9,Liquid,0.52,0.7,-0.18,LOW RISK,LOW BET,Cloud9,LOSS
NiP,FSid3,NiP,0.6,0.81,-0.21,MEDIUM RISK,LOW BET,FSid3,LOSS
OG,Liquid,Liquid,0.45,0.32,0.13,HIGH RISK,LOW BET,OG,LOSS
OG,Liquid,Liquid,0.45,0.32,0.13,HIGH RISK,LOW BET,OG,LOSS
Liquid,OG,Liquid,0.55,0.64,-0.09,HIGH RISK,LOW BET,OG,LOSS
Ancient,SpaceS,SpaceS,0.6,0.71,-0.11,LOW RISK,AVG BET,SpaceS,WIN
AGG,Empire,AGG,0.52,0.48,0.04,HIGH RISK,LOW BET,AGG,WIN
AGG,Empire,AGG,0.52,0.48,0.04,HIGH RISK,LOW BET,AGG,WIN
mouz,HR,mouz,0.55,0.73,-0.18,HIGH RISK,LOW BET,HR,LOSS
G2,Gambit,G2,0.6,0.66,-0.06,MEDIUM RISK,LOW BET,Gambit,LOSS
EchoFox,Splyce,EchoFox,0.55,0.62,-0.07,HIGH RISK,LOW BET,Splyce,LOSS
EchoFox,Splyce,EchoFox,0.55,0.62,-0.07,HIGH RISK,LOW BET,Splyce,LOSS
